2017-05-04 16:05:35.282 [main] INFO  cn.Application - Starting Application on localhost with PID 2683 (/Users/xp1104000/Workspaces/IDEProject/jiKonCloud/target/classes started by xp1104000 in /Users/xp1104000/Workspaces/IDEProject/jiKonCloud)
2017-05-04 16:49:22.793 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - times : 292ms
2017-05-04 16:50:01.393 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/superManagerUser/getListSubSystem
2017-05-04 16:50:01.394 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:01.394 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.supermanager.SuperManageUserController.getListSubSystem
2017-05-04 16:50:01.394 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Params: []
2017-05-04 16:50:01.396 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/superManagerUser/getModuleList
2017-05-04 16:50:01.396 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:01.396 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.module.ModuleController.getModuleList
2017-05-04 16:50:01.396 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"pageIndex":1,"pageCount":10}]
2017-05-04 16:50:01.453 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"code":"0001","describe":"系统公共平台","id":"1719373814988537892","name":"公共平台","no":45}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:01.453 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - times : 60ms
2017-05-04 16:50:02.170 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":12,"end":9,"gridFilter":"","list":[{"describe":"角色相关信息","moduleId":"1719373976117313570","name":"角色管理","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"组织相关信息","moduleId":"1719374231466541091","name":"组织管理","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"子系统相关信息","moduleId":"1719374435955638307","name":"子系统管理","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"权限相关信息","moduleId":"1719374591413321769","name":"权限管理","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"模块相关信息","moduleId":"1719374853968363552","name":"模块管理","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"用户相关信息列表","moduleId":"1719375038920392736","name":"用户列表","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"管理员相关信息列表","moduleId":"1719375185989468197","name":"管理员列表","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"普通管理员用来配置用户角色信息","moduleId":"1719375495076118560","name":"用户配置","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"超级管理员用来配置普通管理员权限信息","moduleId":"1719375758033813539","name":"管理员配置","subSystemId":"1719373814988537892","subSystemName":"公共平台"},{"describe":"用户个人信息中心管理","moduleId":"1719376025588465700","name":"我的信息","subSystemId":"1719373814988537892","subSystemName":"公共平台"}],"pageCount":10,"pageIndex":1,"pageSize":2,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"获取成功"}}
2017-05-04 16:50:02.170 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - times : 774ms
2017-05-04 16:50:03.600 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListAllPrivilege
2017-05-04 16:50:03.600 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:03.601 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListAllPrivilege
2017-05-04 16:50:03.601 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Params: []
2017-05-04 16:50:03.601 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:03.601 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:03.601 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:03.601 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:03.713 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"ii","id":"1719888845715013665","name":" i","no":41},{"describe":"g","id":"1719888877717553192","name":"g","no":42},{"describe":"k","id":"1719888904124891175","name":"k","no":43},{"describe":"l","id":"1719888937628991524","name":"l","no":44},{"describe":"m","id":"1719888971988729897","name":"m","no":45},{"describe":"o","id":"1719889021817061409","name":"o","no":46},{"describe":"p","id":"1719889055312773157","name":"p","no":47},{"describe":"q","id":"1719889088816873512","name":"q","no":48},{"describe":"m","id":"1720067488974110760","name":"m","no":49},{"describe":"n","id":"1720067524164321320","name":"n","no":50},{"describe":"a","id":"1720067560830926887","name":"a","no":51}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:03.714 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - times : 113ms
2017-05-04 16:50:03.719 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:03.719 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - times : 118ms
2017-05-04 16:50:04.752 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:04.752 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:04.752 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:04.752 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719393072841752614"}]
2017-05-04 16:50:04.815 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"g","id":"1719888877717553192","name":"g","no":42}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:04.815 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - times : 63ms
2017-05-04 16:50:07.420 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/addPrivilegeRoleMap
2017-05-04 16:50:07.420 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:07.420 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.addPrivilegeRoleMap
2017-05-04 16:50:07.420 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719393072841752614","privilegeIdList":[{"privilegeId":"1719877926096207910"}]}]
2017-05-04 16:50:07.467 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - respone : {"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:07.467 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - times : 47ms
2017-05-04 16:50:08.276 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:08.276 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:08.276 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:08.276 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:08.295 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:08.295 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:50:09.993 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:09.993 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:09.993 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:09.993 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719393072841752614"}]
2017-05-04 16:50:10.009 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"g","id":"1719888877717553192","name":"g","no":42}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:10.009 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - times : 16ms
2017-05-04 16:50:11.272 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:11.272 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:11.272 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:11.272 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:11.288 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:11.288 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - times : 16ms
2017-05-04 16:50:11.904 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:11.904 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:11.904 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:11.904 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719393072841752614"}]
2017-05-04 16:50:11.923 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"g","id":"1719888877717553192","name":"g","no":42}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:11.923 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:50:12.440 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:12.440 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:12.440 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:12.440 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:12.488 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:12.488 [http-nio-8080-exec-8] INFO  cn.jikon.common.web.WebLogAspect - times : 48ms
2017-05-04 16:50:13.061 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:13.061 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:13.061 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:13.061 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719883397406392358"}]
2017-05-04 16:50:13.081 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"a","id":"1719877704234303526","name":"a","no":32},{"describe":"b","id":"1719877742075314214","name":"b","no":33},{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35},{"describe":"e","id":"1719877926096207910","name":"e","no":36},{"describe":"f","id":"1719877960011350055","name":"f","no":37},{"describe":"g","id":"1719877993951658025","name":"g","no":38},{"describe":"h","id":"1719878027447369764","name":"h","no":39},{"describe":"rrrr","id":"1719883632119644197","name":"www","no":40},{"describe":"ii","id":"1719888845715013665","name":" i","no":41},{"describe":"g","id":"1719888877717553192","name":"g","no":42},{"describe":"k","id":"1719888904124891175","name":"k","no":43},{"describe":"l","id":"1719888937628991524","name":"l","no":44},{"describe":"m","id":"1719888971988729897","name":"m","no":45},{"describe":"o","id":"1719889021817061409","name":"o","no":46},{"describe":"p","id":"1719889055312773157","name":"p","no":47},{"describe":"q","id":"1719889088816873512","name":"q","no":48},{"describe":"m","id":"1720067488974110760","name":"m","no":49},{"describe":"n","id":"1720067524164321320","name":"n","no":50},{"describe":"a","id":"1720067560830926887","name":"a","no":51}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:13.081 [http-nio-8080-exec-7] INFO  cn.jikon.common.web.WebLogAspect - times : 20ms
2017-05-04 16:50:14.708 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:14.708 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:14.708 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:14.708 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:14.729 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:14.729 [http-nio-8080-exec-10] INFO  cn.jikon.common.web.WebLogAspect - times : 21ms
2017-05-04 16:50:15.827 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:15.827 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:15.828 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:15.828 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719936327786430503"}]
2017-05-04 16:50:15.846 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"e","id":"1719877926096207910","name":"e","no":36}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:15.846 [http-nio-8080-exec-9] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:50:17.929 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:17.930 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:17.930 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:17.930 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:17.948 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:17.948 [http-nio-8080-exec-2] INFO  cn.jikon.common.web.WebLogAspect - times : 19ms
2017-05-04 16:50:18.417 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:18.417 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:18.417 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:18.418 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1720079852918276131"}]
2017-05-04 16:50:18.427 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:18.427 [http-nio-8080-exec-1] INFO  cn.jikon.common.web.WebLogAspect - times : 10ms
2017-05-04 16:50:19.565 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:19.565 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:19.565 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:19.565 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:19.583 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:19.583 [http-nio-8080-exec-3] INFO  cn.jikon.common.web.WebLogAspect - times : 18ms
2017-05-04 16:50:20.067 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:20.067 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:20.067 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:20.067 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719936327786430503"}]
2017-05-04 16:50:20.095 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"e","id":"1719877926096207910","name":"e","no":36}],"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:20.095 [http-nio-8080-exec-4] INFO  cn.jikon.common.web.WebLogAspect - times : 28ms
2017-05-04 16:50:20.691 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getRoleList
2017-05-04 16:50:20.691 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:20.691 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getRoleList
2017-05-04 16:50:20.691 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"accessToken":"123","userType":"123","pageIndex":1,"pageCount":10}]
2017-05-04 16:50:20.713 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":{"count":5,"end":9,"gridFilter":"","list":[{"describe":"医生医生医生","id":"1719393072841752614","name":"医生","no":17},{"describe":"gfggg","id":"1719883397406392358","name":"dd","no":18},{"describe":"sdf ","id":"1719936327786430503","name":"dfg ","no":19},{"describe":"他","id":"1719941959033815076","name":"个人","no":20},{"describe":"对萨奋斗史","id":"1720079852918276131","name":"医生","no":21}],"pageCount":10,"pageIndex":1,"pageSize":1,"pagination":false,"sortBy":"1&asc","start":0,"useCount":false},"meta":{"code":100000,"message":"请求成功"}}
2017-05-04 16:50:20.714 [http-nio-8080-exec-5] INFO  cn.jikon.common.web.WebLogAspect - times : 23ms
2017-05-04 16:50:21.224 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request URL: http://192.168.100.35:8080/api/userManagerCenter/getListPrivilegeRoleMap
2017-05-04 16:50:21.224 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Request Method: POST
2017-05-04 16:50:21.224 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Class Method: cn.jikon.api.usermanage.PrivilegeManageController.getListPrivilegeRoleMap
2017-05-04 16:50:21.224 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - Params: [{"roleId":"1719941959033815076"}]
2017-05-04 16:50:21.245 [http-nio-8080-exec-6] INFO  cn.jikon.common.web.WebLogAspect - respone : {"data":[{"describe":"c","id":"1719877859088007209","name":"c","no":34},{"describe":"d","id":"1719877875437404197","name":"d","no":35}],"meta":{"code":100000,"message":"请求成功"}}
